PROJECT_NAME,PROJECT_VERSION,TOTAL_DUAS,JAGUAR_COVERED_DUAS,BADUA_COVERED_DUAS,DUA_COVERAGE_DIFFERENCE,SAME_COVERAGE
Math,83f,45453,38542,38548,6,False
Math,84b,45421,38508,38514,6,False
Math,84f,45450,38542,38548,6,False
Math,85b,44916,38034,38040,6,False
Math,85f,44916,38034,38040,6,False
Math,86f,42785,36340,36347,7,False
Math,87b,42775,36330,36337,7,False
Math,87f,42785,36340,36347,7,False
Math,88b,42728,36189,36195,6,False
Math,88f,42709,36171,36177,6,False
Math,89b,37038,31492,31497,5,False
Math,89f,37042,31500,31505,5,False
Math,90b,37038,31492,31497,5,False
Math,90f,37038,31496,31501,5,False
Math,91b,36381,30966,30971,5,False
Math,91f,36381,30966,30971,5,False
Math,92b,31434,26575,26579,4,False
Math,92f,31558,26692,26696,4,False
Math,93b,31319,26477,26481,4,False
Math,93f,31327,26479,26483,4,False
Math,94b,31013,26303,26307,4,False
Math,94f,31013,26307,26311,4,False
Math,95b,23411,19911,19912,1,False
Math,95f,23416,19916,19917,1,False
Math,96b,22717,19272,19273,1,False
Math,96f,22721,19276,19277,1,False
Math,97b,18519,15526,15527,1,False
Math,97f,18548,15545,15546,1,False
Math,98b,18519,15521,15522,1,False
Math,98f,18518,15520,15521,1,False
Math,99b,33456,28323,28328,5,False
Math,99f,33465,28331,28336,5,False
Closure,10b,79274,62645,62653,8,False
Closure,10f,79274,62657,62665,8,False
Closure,1b,80524,63932,63940,8,False
Closure,1f,80529,63936,63944,8,False
Closure,2b,80321,63748,63756,8,False
Closure,2f,80326,63753,63761,8,False
Closure,3b,80431,63833,63841,8,False
Closure,3f,80442,63843,63851,8,False
Closure,4b,80394,63791,63799,8,False
Closure,4f,80394,63802,63810,8,False
Closure,5b,80083,63435,63443,8,False
Closure,5f,80085,63436,63444,8,False
Closure,6b,80040,63415,63423,8,False
Closure,6f,80018,63396,63404,8,False
Closure,7b,79615,63062,63070,8,False
Closure,7f,79617,63064,63072,8,False
Closure,8b,79085,62618,62626,8,False
Closure,8f,79091,62625,62633,8,False
Closure,9b,79063,62583,62591,8,False
Closure,9f,79063,62583,62591,8,False
Closure,11b,79130,62523,62531,8,False
Closure,11f,79126,62520,62528,8,False
Closure,12b,78640,62184,62192,8,False
Closure,12f,78647,62189,62197,8,False
Closure,13b,78630,62154,62162,8,False
Closure,13f,78630,62150,62158,8,False
Closure,14b,78555,62092,62099,7,False
Closure,14f,78555,62092,62099,7,False
Closure,15b,78531,62088,62095,7,False
Closure,15f,78533,62088,62095,7,False
Closure,16b,78566,62113,62120,7,False
Closure,16f,78564,62111,62118,7,False
Closure,17b,78557,62105,62112,7,False
Closure,17f,78566,62114,62121,7,False
Closure,18b,78563,62110,62117,7,False
Closure,18f,78557,62105,62112,7,False
Closure,19b,78562,62110,62117,7,False
Closure,19f,78563,62109,62116,7,False
Closure,20b,78445,62008,62015,7,False
Closure,20f,78449,62016,62023,7,False
Closure,21b,78475,62033,62040,7,False
Closure,21f,78445,62008,62015,7,False
Closure,22b,78492,62037,62044,7,False
Closure,22f,78445,62009,62016,7,False
Closure,23b,78263,61797,61804,7,False
Closure,23f,78270,61839,61846,7,False
Closure,24b,78041,61612,61619,7,False
Closure,24f,78045,61616,61623,7,False
Closure,25b,78033,61601,61608,7,False
Closure,25f,78024,61597,61604,7,False
Closure,26b,78024,61591,61598,7,False
Closure,26f,78033,61602,61609,7,False
Closure,27b,77996,61570,61577,7,False
Closure,27f,77996,61568,61575,7,False
Closure,28b,77996,61569,61576,7,False
Closure,28f,77996,61569,61576,7,False
Closure,29b,77979,61553,61560,7,False
Closure,29f,77993,61565,61572,7,False
Closure,30b,77176,60896,60903,7,False
Closure,30f,77179,60882,60889,7,False
Closure,31b,77144,60858,60865,7,False
Closure,31f,77138,60853,60860,7,False
Closure,32b,77103,60824,60831,7,False
Closure,32f,77144,60856,60863,7,False
Closure,33b,77058,60789,60796,7,False
Closure,33f,77060,60790,60797,7,False
Closure,34b,76985,60732,60739,7,False
Closure,34f,76984,60731,60738,7,False
Closure,35b,76585,60480,60487,7,False
Closure,35f,76561,60483,60490,7,False
Closure,36b,76554,60480,60487,7,False
Closure,36f,76558,60480,60487,7,False
Closure,37b,76459,60393,60400,7,False
Closure,37f,76468,60404,60411,7,False
Closure,38b,76424,60380,60387,7,False
Closure,38f,76426,60381,60388,7,False
Closure,39b,76200,60203,60210,7,False
Closure,39f,76205,60208,60215,7,False
Closure,40b,76195,60199,60206,7,False
Closure,40f,76192,60196,60203,7,False
Closure,41b,76046,60079,60086,7,False
Closure,41f,76079,60101,60108,7,False
Closure,42b,75973,59672,59679,7,False
Closure,42f,75983,59682,59689,7,False
Closure,43b,75934,59641,59648,7,False
Closure,43f,75964,59668,59675,7,False
Closure,44b,75096,58885,58892,7,False
Closure,44f,75101,58891,58898,7,False
Closure,45b,75121,58859,58866,7,False
Closure,45f,75126,58865,58872,7,False
Closure,46b,75430,59133,59140,7,False
Closure,46f,75405,59111,59118,7,False
Closure,47b,75228,58960,58967,7,False
Closure,47f,75240,58975,58982,7,False
Closure,48b,75082,58805,58812,7,False
Closure,48f,75087,58810,58817,7,False
Closure,49b,82841,61163,61170,7,False
Closure,49f,82846,61165,61172,7,False
Closure,50b,82565,60949,60956,7,False
Closure,50f,82576,60968,60975,7,False
Closure,51b,82519,60902,60909,7,False
Closure,51f,82525,60908,60915,7,False
Closure,52b,82224,60650,60657,7,False
Closure,52f,82226,60652,60659,7,False
Closure,53b,81812,60332,60339,7,False
Closure,53f,81817,60337,60344,7,False
Closure,54b,81475,60073,60080,7,False
Closure,54f,81489,60098,60105,7,False
Closure,55b,81205,59861,59867,6,False
Closure,55f,81209,59863,59869,6,False
Closure,56b,81092,59763,59769,6,False
Closure,56f,81104,59775,59781,6,False
Closure,57b,80993,59681,59687,6,False
Closure,57f,80995,59685,59691,6,False
Closure,58b,80887,59632,59638,6,False
Closure,58f,80897,59640,59646,6,False
Closure,59b,80109,59181,59187,6,False
Closure,59f,80113,59186,59192,6,False
Closure,60b,78389,58812,58818,6,False
Closure,60f,78393,58817,58823,6,False
Closure,61b,78281,58687,58693,6,False
Closure,61f,78286,58703,58709,6,False
Closure,62b,78270,58690,58696,6,False
Closure,62f,78270,58690,58696,6,False
Closure,64b,78131,58562,58568,6,False
Closure,64f,78137,58569,58575,6,False
Closure,65b,78199,58573,58579,6,False
Closure,65f,78199,58573,58579,6,False
Closure,66b,78105,58520,58526,6,False
Closure,66f,78107,58516,58522,6,False
Closure,67b,78069,58487,58493,6,False
Closure,67f,78071,58484,58490,6,False
Closure,68b,78074,58483,58489,6,False
Closure,68f,78063,58483,58489,6,False
Closure,69b,78184,58470,58476,6,False
Closure,69f,78199,58483,58489,6,False
Closure,70b,77679,58088,58094,6,False
Closure,70f,77679,58080,58086,6,False
Closure,71b,74260,55203,55209,6,False
Closure,71f,74260,55205,55211,6,False
Closure,72b,73719,54857,54863,6,False
Closure,72f,73723,54863,54869,6,False
Closure,73b,72650,54055,54061,6,False
Closure,73f,72650,54064,54070,6,False
Closure,74b,72144,53598,53604,6,False
Closure,74f,72156,53609,53615,6,False
Closure,75b,71867,53345,53351,6,False
Closure,75f,71870,53345,53351,6,False
Closure,76b,70323,53260,53266,6,False
Closure,76f,70383,53294,53300,6,False
Closure,77b,70279,53232,53238,6,False
Closure,77f,70281,53227,53233,6,False
Closure,78b,70283,53223,53229,6,False
Closure,78f,70279,53231,53237,6,False
Closure,79b,69893,52894,52900,6,False
Closure,79f,69895,52894,52900,6,False
Closure,80b,69868,52868,52874,6,False
Closure,80f,69868,52867,52873,6,False
Closure,81b,69445,52479,52485,6,False
Closure,81f,69451,52489,52495,6,False
Closure,82b,68711,51922,51928,6,False
Closure,82f,68717,51926,51932,6,False
Closure,83b,68124,51430,51436,6,False
Closure,83f,68124,51434,51440,6,False
Closure,84b,70375,53210,53216,6,False
Closure,84f,70398,53226,53232,6,False
Closure,85b,70200,53069,53075,6,False
Closure,85f,70214,53067,53073,6,False
Closure,86b,69802,52666,52672,6,False
Closure,86f,69802,52693,52699,6,False
Closure,87b,67360,50686,50692,6,False
Closure,87f,67371,50694,50700,6,False
Closure,88b,67333,50661,50667,6,False
Closure,88f,67343,50668,50674,6,False
Closure,89b,66677,50093,50099,6,False
Closure,89f,66686,50095,50101,6,False
Closure,90b,66704,50224,50230,6,False
Closure,90f,66710,50226,50232,6,False
Closure,91b,66605,50145,50151,6,False
Closure,91f,66617,50156,50162,6,False
Closure,92b,66452,50018,50024,6,False
Closure,92f,66452,50014,50020,6,False
Closure,94b,66167,49806,49812,6,False
Closure,94f,66176,49813,49819,6,False
Closure,95b,64623,48740,48746,6,False
Closure,95f,64648,48776,48782,6,False
Closure,96b,65525,48840,48846,6,False
Closure,96f,65537,48847,48853,6,False
Closure,97b,61991,46102,46108,6,False
Closure,97f,61991,46126,46132,6,False
Closure,98b,60205,45054,45060,6,False
Closure,98f,60234,45077,45083,6,False
Closure,99b,60197,45045,45051,6,False
Closure,99f,60202,45050,45056,6,False
Closure,100b,60112,44964,44970,6,False
Closure,100f,60125,44976,44982,6,False
Closure,101b,57503,42895,42901,6,False
Closure,101f,57501,42890,42896,6,False
Closure,102b,57148,42565,42571,6,False
Closure,102f,57148,42561,42567,6,False
Closure,103b,57108,42532,42538,6,False
Closure,103f,57125,42541,42547,6,False
Closure,104b,57104,42520,42526,6,False
Closure,104f,57104,42529,42535,6,False
Closure,105b,56699,42359,42365,6,False
Closure,105f,56711,42354,42360,6,False
Closure,106b,48285,34296,34302,6,False
Closure,106f,48283,34273,34279,6,False
Closure,107b,85600,70034,70042,8,False
Closure,107f,85603,70040,70048,8,False
Closure,108b,85589,70022,70030,8,False
Closure,108f,85600,70027,70035,8,False
Closure,109b,85278,69870,69878,8,False
Closure,109f,85285,69865,69873,8,False
Closure,110b,84246,68861,68869,8,False
Closure,110f,84266,68879,68887,8,False
Closure,111b,84212,68830,68838,8,False
Closure,111f,84218,68837,68845,8,False
Closure,112b,83758,68447,68455,8,False
Closure,112f,83760,68448,68456,8,False
Closure,113b,83752,68438,68446,8,False
Closure,113f,83756,68442,68450,8,False
Closure,114b,83746,68433,68441,8,False
Closure,114f,83752,68437,68445,8,False
Closure,115b,83746,68429,68437,8,False
Closure,115f,83726,68414,68422,8,False
Closure,116b,83726,68421,68429,8,False
Closure,116f,83746,68435,68443,8,False
Closure,117b,83660,68300,68308,8,False
Closure,117f,83658,68299,68307,8,False
Closure,118b,83648,68294,68302,8,False
Closure,118f,83652,68298,68306,8,False
Closure,119b,83648,68297,68305,8,False
Closure,119f,83648,68294,68302,8,False
Closure,120b,83633,68248,68256,8,False
Closure,120f,83635,68250,68258,8,False
Closure,121b,83645,68247,68255,8,False
Closure,121f,83653,68264,68272,8,False
Closure,122b,83563,68177,68185,8,False
Closure,122f,83563,68177,68185,8,False
Closure,123b,83532,68148,68156,8,False
Closure,123f,83533,68148,68156,8,False
Closure,124b,83674,68023,68031,8,False
Closure,124f,83683,68027,68035,8,False
Closure,125b,82841,67378,67386,8,False
Closure,125f,82843,67381,67389,8,False
Closure,126b,81331,66266,66274,8,False
Closure,126f,81325,66260,66268,8,False
Closure,127b,81317,66255,66263,8,False
Closure,127f,81331,66265,66273,8,False
Closure,128b,80975,66040,66048,8,False
Closure,128f,80977,66041,66049,8,False
Closure,129b,80962,66033,66041,8,False
Closure,129f,80975,66040,66048,8,False
Closure,130b,80572,65625,65633,8,False
Closure,130f,80576,65630,65638,8,False
